relative_path,category,extension,size_bytes,size_human,modified_utc,hash_type,hash_value,cad_version_code,cad_version_label,pdf_pages,image_width,image_height,zip_entries,zip_uncompressed_bytes,risk_flags,zip_extension_counts,zip_suspicious_entries
20260710223037/shading/Colmap/images/1783693873.651874.png,Image,.png,1205973,1.15 MB,2026-07-20T15:22:48+00:00,sha256-full,eb72657da72a84b3bbda8c4b15473aa530eff953af145de638e4ba901e9b244b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693871.241945.png,Image,.png,1287662,1.23 MB,2026-07-20T15:22:45+00:00,sha256-full,65b75d2d704b0d4ab3a3f773f04e02465454e97a8df6714985d4b2614d995c21,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693912.746285.png,Image,.png,929131,907.35 KB,2026-07-20T15:23:44+00:00,sha256-full,f6d0669d304fc3e036c1a3068a1259cd9e2805aa901d20699f0a9d2ca6c939ab,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693887.129626.png,Image,.png,818610,799.42 KB,2026-07-20T15:23:10+00:00,sha256-full,2c28d4c91ffb38ef0b95a132169079dba197463668b88df343d39752255e3ad3,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694064.214823.png,Image,.png,1355736,1.29 MB,2026-07-20T15:27:51+00:00,sha256-full,df540cf8dac9755b9e7cc91e4f0cb7e2afe006922666ee1a99aab12693555cee,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694064.839622.png,Image,.png,1373202,1.31 MB,2026-07-20T15:27:52+00:00,sha256-full,b9801055eacc9d29b8efae6b06a99a7749b05a72f1d2fdd52d847ce14fd6dde8,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694021.907198.png,Image,.png,1372154,1.31 MB,2026-07-20T15:26:41+00:00,sha256-full,37035b52cc63b2a3183f92a13b49a8ce43c3c7bfa1d4170d607b55aa64dc7383,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693983.259061.png,Image,.png,1350032,1.29 MB,2026-07-20T15:25:37+00:00,sha256-full,a3434eb3f3650a3f87f1cb10fae0179c63b1caa7b9a60c7c9036928e26de92f9,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693915.691753.png,Image,.png,1081703,1.03 MB,2026-07-20T15:23:49+00:00,sha256-full,40388c03c3ebdfa04d7aa3ce2368286307e82b2307f39f627b72e163f43d6733,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694062.429689.png,Image,.png,1439407,1.37 MB,2026-07-20T15:27:47+00:00,sha256-full,d09dc62f7c830978d3e14f1602dddeee37d9630fcf9045e7563c9e69d616b569,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693890.432173.png,Image,.png,597862,583.85 KB,2026-07-20T15:23:12+00:00,sha256-full,ffe5709777cb28b8261dc70a88eccb38045672226c8ad08b4269a674ad141984,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694081.352101.png,Image,.png,1338498,1.28 MB,2026-07-20T15:28:20+00:00,sha256-full,3388ec6019909d0ec3653df42444490e24275af5ddc50756c9f2de0e8ccff996,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693937.648893.png,Image,.png,1232082,1.18 MB,2026-07-20T15:24:23+00:00,sha256-full,fb5dffb64307b6cc34e016a42105174993d527d3b93444e4d3c1bd12559017b2,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694021.014605.png,Image,.png,1368494,1.31 MB,2026-07-20T15:26:41+00:00,sha256-full,734a98843a39b8f52798a0203fb3cc8a08933a0eb9a6291d99336dd154d6bf8d,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693845.089769.png,Image,.png,1390694,1.33 MB,2026-07-20T15:22:00+00:00,sha256-full,7f22e0126b7e20ee711be0700ddd411e04305476a34f511bca624e044ad38e57,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694072.961996.png,Image,.png,1335743,1.27 MB,2026-07-20T15:28:05+00:00,sha256-full,9c8f0a0d14000f68cd0b032b4be9177c6435cc876b293c199a18bc4bece67233,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693934.971191.png,Image,.png,1121866,1.07 MB,2026-07-20T15:24:17+00:00,sha256-full,4c88c177889c9ac69c9af225ab779f708e665589ed747c0670fcb4037d710b7b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693940.326656.png,Image,.png,1138186,1.09 MB,2026-07-20T15:24:27+00:00,sha256-full,2230df552e64e8c770fae792e7ffe3f51414f9dc9966ebd9159b928eb7e3fbd7,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693924.171178.png,Image,.png,1171156,1.12 MB,2026-07-20T15:24:04+00:00,sha256-full,652f12e6f164780dccdc9c1e28a2d4678066aee3d980eac7fce977b0a48a7773,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693902.392517.png,Image,.png,1262379,1.20 MB,2026-07-20T15:23:30+00:00,sha256-full,3557ae92598d67e2c221bd9391d6bc034577ff7d604238932714f27ef7230667,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693842.679881.png,Image,.png,1330088,1.27 MB,2026-07-20T15:21:54+00:00,sha256-full,76b36960069e3026a4ca3c5dff75f3c07cfe840cd9290286e446f3303d0d7b30,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693842.412054.png,Image,.png,1358866,1.30 MB,2026-07-20T15:21:54+00:00,sha256-full,5a8a6d4f2d80d4df741b1df83eb7a4c794261ca4171a77d6fe93bf91918b072d,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694024.049329.png,Image,.png,1393382,1.33 MB,2026-07-20T15:26:44+00:00,sha256-full,82172f1c76281d62284004222c4be346c9da70cdad08897295d9edb0da8d7767,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693987.097124.png,Image,.png,1327503,1.27 MB,2026-07-20T15:25:43+00:00,sha256-full,3d8bf93b92b4c90b5e5862a73041f32e4069679f5778879750b9aa2f8530c656,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693954.161372.png,Image,.png,1318591,1.26 MB,2026-07-20T15:24:49+00:00,sha256-full,ab65a53d0a346fdc6c2f340599b3bdb4b2e794ad0f8b99f69ec93c8914823b0d,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694043.507302.png,Image,.png,1276131,1.22 MB,2026-07-20T15:27:20+00:00,sha256-full,203f1c42efce3b7a4bc3f08e20a47c5984608098bfa571a225d9fa296e0714c5,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693996.469026.png,Image,.png,1043366,1018.91 KB,2026-07-20T15:26:01+00:00,sha256-full,e0bbde5b920b1fd8da45e3aa874f14f4123cbfb3a60e407f358910d50e0b3a2e,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693947.824150.png,Image,.png,1045254,1020.76 KB,2026-07-20T15:24:38+00:00,sha256-full,fe3f7b533c92ba99d45b9a456bf7851814acf29a82cc50e2faad48bf3df62f20,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693941.576492.png,Image,.png,1110529,1.06 MB,2026-07-20T15:24:28+00:00,sha256-full,928119f814428dd8fec70d2c33065ba33749396e68eb50c491a3069c8d2570ec,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693894.627182.png,Image,.png,1124523,1.07 MB,2026-07-20T15:23:16+00:00,sha256-full,39ea2d3395c2bf360079b987de1eb1f101eedf429f849485141a97df496b437a,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694013.517048.png,Image,.png,1160965,1.11 MB,2026-07-20T15:26:26+00:00,sha256-full,0910e2e098a6645ce36691f3adb3fd17813f3d9e16b72016c3b0d9033111bfbb,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694042.971739.png,Image,.png,1308873,1.25 MB,2026-07-20T15:27:19+00:00,sha256-full,eeea73e4380f0c0173d76e07694c450af4ee2c93559be94a1c37e2b292c451c9,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693994.326865.png,Image,.png,1113576,1.06 MB,2026-07-20T15:25:57+00:00,sha256-full,fa3a9e7b83800c05bed61880097bced8cf25c5a8ac843f41948647b6edae47b7,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693989.864033.png,Image,.png,1429574,1.36 MB,2026-07-20T15:25:52+00:00,sha256-full,10541eefe167cca3ba7b5bf88eb151101177dd005c8cfc3ba9af7bec0db7044e,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693897.037113.png,Image,.png,1262344,1.20 MB,2026-07-20T15:23:22+00:00,sha256-full,9f186da37aca604ce571c2f341cb5a7ab801d8cf3342464f223b9471eec6e69d,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693928.366203.png,Image,.png,1022722,998.75 KB,2026-07-20T15:24:09+00:00,sha256-full,f6ee9cd928a94599db3d90c7ea800f84c8c0efbb31abea2ea28acd2587cddfcb,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693844.554235.png,Image,.png,1408758,1.34 MB,2026-07-20T15:22:00+00:00,sha256-full,eae3016df545e315f16dcb05657a680d3b08393fa1978ee440d18634d28d5fe7,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694068.409892.png,Image,.png,922193,900.58 KB,2026-07-20T15:27:58+00:00,sha256-full,1a219eec13b07e513006c13cac4e7b4feb627a025e5685316396da754413ce6c,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693892.038741.png,Image,.png,670677,654.96 KB,2026-07-20T15:23:13+00:00,sha256-full,8415d423caf729c1aaeaf6d8b17fe2a0ed2961b44f389b40311a89c426dca2a0,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694046.809774.png,Image,.png,1108476,1.06 MB,2026-07-20T15:27:25+00:00,sha256-full,8a0bc97531c3ee71e6a529ecaeae0946804f0c2cd985a464a1fc2b0149f07e96,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694014.141897.png,Image,.png,1166283,1.11 MB,2026-07-20T15:26:27+00:00,sha256-full,558183282d901764b8b572cc2717d392376d66e496e31edbf53634c44115ddf5,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694000.931857.png,Image,.png,1183725,1.13 MB,2026-07-20T15:26:08+00:00,sha256-full,2f955ad88d38ff007c386b712be75d0781dfa8c3aeb5a4e0d637ac3447c75f91,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693927.741402.png,Image,.png,1073630,1.02 MB,2026-07-20T15:24:09+00:00,sha256-full,63ddd7ebe03be4e93b6b7f5bdd8056408772add287cdf6faa7fb316d95354104,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693999.414494.png,Image,.png,1118362,1.07 MB,2026-07-20T15:26:05+00:00,sha256-full,b6bea188ac3080b91a0bbda01c6c3cd55b72866c40b6d316f08394b71ca92d95,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693945.146452.png,Image,.png,1175686,1.12 MB,2026-07-20T15:24:34+00:00,sha256-full,92892ca1f4a9b6a9bba34809c774cb063099e80426eb347f6663242f769dca59,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693900.964430.png,Image,.png,1324299,1.26 MB,2026-07-20T15:23:28+00:00,sha256-full,36b01b9828e6c475ffb715fba4b4638b7d4a0fb789696600bf97d63f03734931,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694090.010000.png,Image,.png,1421991,1.36 MB,2026-07-20T15:28:35+00:00,sha256-full,bd18d5c7d2fe6d44cf00e2a183a897acbc377d76358ed385e803c077c0ab33de,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694000.307060.png,Image,.png,1186405,1.13 MB,2026-07-20T15:26:07+00:00,sha256-full,0155da8b0f1326db0c47889baacf55bdc155cfa51318a0d9608645a824605500,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694036.366747.png,Image,.png,1171723,1.12 MB,2026-07-20T15:27:06+00:00,sha256-full,25a80382f61272813e6b29f06df36cf55c65137dbab2221a6ce6290de5e5cbbe,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694044.399845.png,Image,.png,1253123,1.20 MB,2026-07-20T15:27:21+00:00,sha256-full,ffc0a8678b36b42398d7af72379b75a8c69240ae0241ec1dbf24a184bf7e4422,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694012.356708.png,Image,.png,1251265,1.19 MB,2026-07-20T15:26:25+00:00,sha256-full,d0204253dd2d32be17341a76319adf39e68b5a1d3dd4e1fd1fd943c28e69d448,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693919.886818.png,Image,.png,1432706,1.37 MB,2026-07-20T15:23:57+00:00,sha256-full,cf7fa89106c2a721e423a47454de470d6e8cbb168aaf5e3ee9adbbd1ffdf195e,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694029.404736.png,Image,.png,1418917,1.35 MB,2026-07-20T15:26:54+00:00,sha256-full,2927d6bf1c6b52ae4ab345082a495df27a95abd35fb5607dea6f1e6f10b28453,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693936.756325.png,Image,.png,1241074,1.18 MB,2026-07-20T15:24:20+00:00,sha256-full,6e2b50a04296559b97d0290622c7bcd4d9a8ba678954f5b0da231fb23ebd8253,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693982.366476.png,Image,.png,1286655,1.23 MB,2026-07-20T15:25:36+00:00,sha256-full,3cdbe3edd5c88deb63e2ff7d5617b7e514b21725429c8f7876e48c4ff43b8481,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693971.209394.png,Image,.png,1350111,1.29 MB,2026-07-20T15:25:16+00:00,sha256-full,0925e95b380c61152993cd754cf3eb0fe111ba126a6a59fa80e8c18c8f289803,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694084.297570.png,Image,.png,1412473,1.35 MB,2026-07-20T15:28:26+00:00,sha256-full,916b3d78e9985ec86371af6775b0bf9555e2e229e9a41cd19eb19e1e2aa3e1a3,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693910.961151.png,Image,.png,1121888,1.07 MB,2026-07-20T15:23:42+00:00,sha256-full,d69fb7399e775996857580d9e23657ae93fb2feefc0a53b1656cdb164e1a16f6,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693978.171410.png,Image,.png,1254823,1.20 MB,2026-07-20T15:25:29+00:00,sha256-full,63dae1856b7d3006f6b916c7c853de3f3b6eca4c13497afdb504e0ea9a1d0bfc,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694083.762033.png,Image,.png,1365354,1.30 MB,2026-07-20T15:28:24+00:00,sha256-full,e217888615e60d7331adce59f77917c8b27a1a890dd01fa5b48454f3756e0620,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693971.834189.png,Image,.png,1280727,1.22 MB,2026-07-20T15:25:19+00:00,sha256-full,5ad86181c71c65d37862ca63ab0c9f2addcf634fc4a0e3e1ce809ba3003586dc,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693924.706734.png,Image,.png,1228492,1.17 MB,2026-07-20T15:24:04+00:00,sha256-full,60e724b16ed852ef19a35246491bfda35b928237fc4e0f1ae4f45e90b24b2ac4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694037.794895.png,Image,.png,1125153,1.07 MB,2026-07-20T15:27:08+00:00,sha256-full,e7d3d6281148d9ff974ec7783adf150c5ab9140fe2b0f58bc8e2d70aac24f215,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694025.566692.png,Image,.png,1409026,1.34 MB,2026-07-20T15:26:47+00:00,sha256-full,9d7ae47b562f52126867cd7e745217d8396b74f4d80d7cb3c6ef2ee6777a403a,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693910.336354.png,Image,.png,802516,783.71 KB,2026-07-20T15:23:42+00:00,sha256-full,bb100dbb1e44153e10a938672a45ad0d4bf57df1af77895a0bcddae34c80394d,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694082.869473.png,Image,.png,964377,941.77 KB,2026-07-20T15:28:23+00:00,sha256-full,c4e16ae305db5650c7a6e48cf0dd800c611fed43fc95afea7aab17390cb2db03,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693949.966309.png,Image,.png,1322141,1.26 MB,2026-07-20T15:24:43+00:00,sha256-full,17abe0aa1fcccbd454d74976cf6a7f06fd57e5f7cbc82ba670fe6230ba159942,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694040.829580.png,Image,.png,1270372,1.21 MB,2026-07-20T15:27:15+00:00,sha256-full,3dcc3294014254f43901a9637c5343dc5860826c7dd0f0d86907c2253a0d11a4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694048.327184.png,Image,.png,823855,804.55 KB,2026-07-20T15:27:27+00:00,sha256-full,9fc400a285e8b01a922f601b44a1d11866d90295cf0296c49ffbc9365eca4261,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694030.386556.png,Image,.png,1427101,1.36 MB,2026-07-20T15:26:57+00:00,sha256-full,f9b6a668644a6e9612357796b9a73b699c14079fd9447d2552e6e7f358ca4d7c,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694089.385229.png,Image,.png,1391425,1.33 MB,2026-07-20T15:28:33+00:00,sha256-full,39311bca099d1941bcfe31f9b21f5e589a62f03951e2aa00f85f9e00bd888ac4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693953.804357.png,Image,.png,1285216,1.23 MB,2026-07-20T15:24:49+00:00,sha256-full,6d1870d7241147f88945bcfd3abefc74c6eaca232fecd2cbe431dad84b3e24c5,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694039.669242.png,Image,.png,1264995,1.21 MB,2026-07-20T15:27:12+00:00,sha256-full,75f2e2ddcd19ce5b3b3bec5ec27f5cf0b440a50729f0bc5b99317c3db8e1da12,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694046.542006.png,Image,.png,1144411,1.09 MB,2026-07-20T15:27:25+00:00,sha256-full,7c6713933b691bbc297b545d732993e86786d7e9c85139b18c7eb793b5f5df27,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693951.126649.png,Image,.png,1377185,1.31 MB,2026-07-20T15:24:43+00:00,sha256-full,57af2ac94befc02763090554608344ac234a6f3083ac5ea798345400f15a6439,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693933.721625.png,Image,.png,1081813,1.03 MB,2026-07-20T15:24:16+00:00,sha256-full,12b878acf8426e05780f2721d26fa4b50769d516a586d9e179155b483081a628,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693938.630720.png,Image,.png,1299058,1.24 MB,2026-07-20T15:24:24+00:00,sha256-full,3880b48beb037f70b7f589acb7b7bd626798841cbcdeb653e8e4ac605f5c490e,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693930.686872.png,Image,.png,1034585,1010.34 KB,2026-07-20T15:24:12+00:00,sha256-full,dcecfe8840c7a550773fc3778185c3b35574d3a03f20c186170788ea5fd0a0bd,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693978.706951.png,Image,.png,1260735,1.20 MB,2026-07-20T15:25:28+00:00,sha256-full,52b236459d41eca9bcd2d8159e904cd4e19c7d41169604983e2d967ddae04e85,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693948.181182.png,Image,.png,1049526,1.00 MB,2026-07-20T15:24:39+00:00,sha256-full,a2535bcaf2aa7532749e35be1323329d095006fced31aeb9261897eaa15be406,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693852.319540.png,Image,.png,1373168,1.31 MB,2026-07-20T15:22:15+00:00,sha256-full,6d68ee80c4be29c0e760efa034e7927698784621de2bb3634038cb843df792e7,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693889.807325.png,Image,.png,557723,544.65 KB,2026-07-20T15:23:11+00:00,sha256-full,e7f5b196a1794777bbc9dac965acd96c34df638ecf5850d35eecfac9bea7de4a,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694064.571882.png,Image,.png,1365209,1.30 MB,2026-07-20T15:27:52+00:00,sha256-full,24b038225ea09b285271eca5ee6243fb655fb90c2e98356e8823ffb26e632b2b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694058.234627.png,Image,.png,1272395,1.21 MB,2026-07-20T15:27:40+00:00,sha256-full,5712e71b6a910b2179a08bbf561a982c40170b56bf094ce55cd00ed26903e80b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694026.727042.png,Image,.png,1421955,1.36 MB,2026-07-20T15:26:49+00:00,sha256-full,f2ccb76d3c6d159c1ed9db418f423ca53957314234b9f4dc7369355a2b125311,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693952.287031.png,Image,.png,1344655,1.28 MB,2026-07-20T15:24:46+00:00,sha256-full,2dcb6c12187b704c0659ccd1d181a601afbc0bcc3b0af09fbdcf59c21c642f81,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694073.497513.png,Image,.png,1276992,1.22 MB,2026-07-20T15:28:07+00:00,sha256-full,fa3175a461348be1adeb259154c81beab04366a9357a3a6bbca02d3991ccd17f,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693991.649170.png,Image,.png,1341770,1.28 MB,2026-07-20T15:25:54+00:00,sha256-full,e68e008af4c44008baff53cf06b1bf975d0e0857a798f499ba1139c58955b0a2,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693890.699892.png,Image,.png,605351,591.16 KB,2026-07-20T15:23:12+00:00,sha256-full,5af6c46701fa8da3045cfdddc128784f720e0027d07e6a235a77e799bb49b2bc,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694075.639673.png,Image,.png,1394375,1.33 MB,2026-07-20T15:28:10+00:00,sha256-full,f02208a1f36160ef2d45ef7a25d5bdbe2c5ecbc25b647e8983b4d1881813b887,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694023.156779.png,Image,.png,1405793,1.34 MB,2026-07-20T15:26:43+00:00,sha256-full,1b2b21d82d66da17a400963c83a240c68200170b7061c0c0ec455c6d6dff1107,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693910.068642.png,Image,.png,1000688,977.23 KB,2026-07-20T15:23:41+00:00,sha256-full,2c40a4e2e89cc2ae661de97d6a834228ac56a32db471c19079d48b8f2264ea87,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693985.936740.png,Image,.png,1424689,1.36 MB,2026-07-20T15:25:42+00:00,sha256-full,0abc82dc86a4bb0b7ddb1b37693b9c26e01187d09b006ad299f0f2495c16523b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693853.479874.png,Image,.png,1341521,1.28 MB,2026-07-20T15:22:17+00:00,sha256-full,0437a9afc1c7849d9b6cece027b17cd5e010495f85682af7c6da1e8e8e07d9d0,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694006.644300.png,Image,.png,1182904,1.13 MB,2026-07-20T15:26:15+00:00,sha256-full,a48650eb990f58cafc45a644ff287a1ae40859e995e7e740dde6ba293ef92463,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693931.668695.png,Image,.png,1113130,1.06 MB,2026-07-20T15:24:13+00:00,sha256-full,e355907d4b8cf81453f76291f34e60cbf52979c922c5cdc4efe468f767684a9e,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693887.486651.png,Image,.png,621973,607.40 KB,2026-07-20T15:23:09+00:00,sha256-full,05c414f2311796ce69e2fc8e124fae9c44932a21cc7dcf72c40559d2efc39211,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693852.051768.png,Image,.png,1384483,1.32 MB,2026-07-20T15:22:14+00:00,sha256-full,3ad9133890b2e5ace91ecb9e19f172991760cd1fb480507bafbe3db9be5f900d,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
